Downloaded from FDA Substances Added to Food <em>(formerly EAFUS)</em>; http://www.cfsanappsexternal.fda.gov/scripts/fdcc/?set=FoodSubstances; Last updated 5/19/2021; downloaded 9/28/2021.

"It is important to note that the inventory is only a partial list of food ingredients. Inclusion in this inventory of information from non-FDA entities does not indicate an FDA approval or evaluation of this use.  Always check the FDA regulations."

CAS Reg No (or other ID),Substance,Other Names,Used for (Technical Effect),Reg col01,Reg col02,Reg col03,Reg col04,Reg col05,Reg col06,Reg add01,Reg add02,Reg add03,Reg add04,Reg add05,Reg add06,Reg add07,Reg add08,Reg add09,Reg add10,Reg add11,Reg add12,Reg add13,Reg add14,Reg add16,Reg add17,Reg add18,Reg add19,Reg add20,Reg prohibited189,Reg Administrative,regs Labeling & Standards ,FEMA No,GRAS Pub No,Most Recent GRAS Pub Update,FEMA status,JECFA Flavor Number
" 60177-39-1"," POLY(DIVINYLBENZENE-CO-TRIMETHYL(VINYLBENZYL)AMMONIUM CHLORIDE)"," &diams; POLY(DIVINYLBENZENE-CO-TRIMETHYL(VINYLBENZYL)AMMONIUM CHLORIDE)<br />&diams; BENZENEMETHANAMINIUM, AR-ETHENYL-N,N,N-TRIMETHYL-, CHLORIDE, POLYMER WITH DIETHENYLBENZENE<br />&diams; POLY(DIVINYLBENZENE-CO-STYRENE), CHLOROMETHYLATED, AMINATED WITH TRIMETHYLAMINE<br />&diams; POLY(TRIMETHYL(VINYLBENZYL)AMMONIUM CHLORIDE), CROSSLINKED WITH DIVINYLBENZENE<br />&diams; POLY(VINYLBENZYLTRIMETHYLAMMONIUM CHLORIDE), CROSSLINKED WITH DIVINYLBENZENE<br />&diams; POLY(DIETHENYLBENZENE-CO-AR-N,N,N-TRIMETHYLBENZENEMETHANAMINIUM CHLORIDE)<br />&diams; STYRENE-DIVINYLBENZENE RESIN, CHLOROMETHYLATED, AMINATED WITH TRIMETHYLAMINE"," PROCESSING AID",,,,,,,=T("173.70"),,,,,,,,,,,,,,,,,,,,,,,,,,
" 9002-88-4"," POLYETHYLENE (M W 2,000-21,000)"," &diams; POLYETHYLENE<br />&diams; POLYETHYLENE WAX<br />&diams; POLYTHENE<br />&diams; ETHYLENE HOMOPOLYMER<br />&diams; POLYETHYLENE RESIN<br />&diams; ETHENE, HOMOPOLYMER<br />&diams; ETHYLENE, POLYMERS"," MALTING OR FERMENTING AID,<br /> SEQUESTRANT,<br /> SURFACE-FINISHING AGENT",,,,,,,=T("172.615"),=T("173.20"),=T("175.300"),=T("176.180"),=T("176.200"),=T("176.210"),=T("177.1200"),=T("177.1390"),=T("177.1395"),=T("177.1520"),=T("177.1615"),=T("177.1620"),=T("177.2210"),=T("177.2600"),=T("178.3570"),=T("178.38"),,,,,,,,,,,
" 25322-68-3"," POLYETHYLENE GLYCOL (M W 200-9,500)"," &diams; PEG<br />&diams; POLYOXYETHYLENE<br />&diams; POLYETHYLENE GLYCOL<br />&diams; POLYETHYLENE OXIDE<br />&diams; ETHYLENE GLYCOL, ETHERIFIED<br />&diams; ETHYLENE GLYCOL, ETHOXYLATED<br />&diams; POLYGLYCOL<br />&diams; POLY(ETHYLENE GLYCOL)<br />&diams; POLY(ETHYLENE OXIDE)<br />&diams; POLYOXIRANE<br />&diams; GLYCOLS, POLYETHYLENE<br />&diams; POLY(OXY-1,2-ETHANEDIYL), ALPHA-HYDRO-OMEGA-HYDROXY-<br />&diams; ALPHA-HYDRO-OMEGA-HYDROXYPOLY(OXY-1,2-ETHANEDIYL)"," BOILER WATER ADDITIVE,<br /> FLAVORING AGENT OR ADJUVANT,<br /> FORMULATION AID,<br /> LUBRICANT OR RELEASE AGENT,<br /> SURFACE-ACTIVE AGENT",=T("73.1"),,,,,,=T("172.210"),=T("172.820"),=T("173.310"),=T("173.340"),=T("175.105"),=T("175.300"),=T("176.180"),=T("178.3750"),,,,,,,,,,,,,,,,,,,
" 68441-17-8"," POLYETHYLENE, OXIDIZED"," &diams; POLYETHYLENE, OXIDIZED<br />&diams; ETHENE, HOMOPOLYMER, OXIDIZED<br />&diams; OXIDIZED POLYETHYLENE<br />&diams; OXIDIZED POLYETHYLENE WAX"," SURFACE-FINISHING AGENT",,,,,,,=T("172.260"),=T("175.105"),=T("175.125"),=T("176.170"),=T("176.180"),=T("176.200"),=T("176.210"),=T("177.1200"),=T("177.1620"),=T("177.2800"),,,,,,,,,,,,,,,,,
" 68130-97-2"," POLYETHYLENIMINE REACTION PRODUCT W/ 1,2-DICHLOROETHANE"," &diams; ETHYLENE DICHLORIDE-POLYETHYLENIMINE REACTION PRODUCT<br />&diams; AZIRIDINE, HOMOPOLYMER, REACTION PRODUCTS WITH 1,2-DICHLOROETHANE<br />&diams; POLYETHYLENIMINE, CROSS-LINKED WITH 1,2-DICHLOROETHANE<br />&diams; POLYAZIRIDINE, CROSS-LINKED WITH 1,2-DICHLOROETHANE<br />&diams; POLYETHYLENIMINE REACTION PRODUCT WITH 1,2-DICHLOROETHANE"," OXIDIZING OR REDUCING AGENT",,,,,,,=T("173.357"),,,,,,,,,,,,,,,,,,,,,,,,,,
" 977050-69-3"," POLYGLYCEROL ESTERS OF FATTY ACIDS"," &diams; FATTY ACIDS, POLYGLYCEROL ESTERS<br />&diams; POLYGLYCEROL ESTERS OF FATTY ACIDS"," EMULSIFIER OR EMULSIFIER SALT,<br /> SOLVENT OR VEHICLE,<br /> STABILIZER OR THICKENER,<br /> SURFACE-ACTIVE AGENT",=T("73.85"),,,,,,=T("172.854"),,,,,,,,,,,,,,,,,,,,," 169.115 ,  169.140 ,  169.150",=T("4201"),=T("22"),,,
" 66070-87-9"," POLYGLYCERYL PHTHALATE ESTER OF COCONUT OIL FATTY ACIDS"," &diams; CORN STEEP LIQUOR<br />&diams; CORN STEEP WATER<br />&diams; CORN, STEEP LIQUOR<br />&diams; STEEP LIQUOR, CORN",,,,,,,,=T("172.710"),=T("175.105"),,,,,,,,,,,,,,,,,,,,,,,,,
" 9003-27-4"," POLYISOBUTYLENE (MIN M W 37,000)"," &diams; POLYISOBUTYLENE<br />&diams; ISOBUTYLENE POLYMER<br />&diams; 2-METHYL-1-PROPENE, HOMOPOLYMER<br />&diams; 1-PROPENE, 2-METHYL-, HOMOPOLYMER<br />&diams; POLY(2-METHYL-1-PROPENE)<br />&diams; PROPENE, 2-METHYL-, POLYMERS"," MASTICATORY SUBSTANCE",,,,,,,=T("172.615"),=T("175.105"),=T("175.125"),=T("175.300"),=T("176.180"),=T("177.1200"),=T("177.1210"),=T("177.1390"),=T("177.1420"),=T("177.2800"),=T("178.1005"),=T("178.1010"),=T("178.3570"),=T("178.3740"),,,,,,,,,,,,,
" 9003-73-0"," POLYLIMONENE"," &diams; POLYLIMONENE<br />&diams; DIPENTENE HOMOPOLYMER<br />&diams; CYCLOHEXENE, 1-METHYL-4-(1-METHYLETHENYL)-, HOMOPOLYMER<br />&diams; P-MENTHA-1,8-DIENE, POLYMERS<br />&diams; POLYDIPENTENE<br />&diams; DIPENTENE RESIN<br />&diams; 1-METHYL-4-(1-METHYLETHENYL)CYCLOHEXENE, HOMOPOLYMER"," FLAVORING AGENT OR ADJUVANT,<br /> SURFACE-FINISHING AGENT",,,,,,,=T("172.515"),=T("175.300"),=T("177.2600"),,,,,,,,,,,,,,,,,,,,,,,,
" 26099-09-2"," POLYMALEIC ACID"," &diams; POLY(MALEIC ACID)<br />&diams; MALEIC ACID, POLYMERS<br />&diams; POLYMALEIC ACID<br />&diams; MALEIC ACID HOMOPOLYMER<br />&diams; 2-BUTENEDIOIC ACID (Z)-, HOMOPOLYMER"," PROCESSING AID",,,,,,,=T("173.310"),=T("173.45"),,,,,,,,,,,,,,,,,,,,,,,,,
" 30915-61-8"," POLYMALEIC ACID, SODIUM SALT"," &diams; POLY(MALEIC ACID), SODIUM SALT<br />&diams; MALEIC ACID, POLYMERS, SODIUM SALT<br />&diams; POLYMALEIC ACID, SODIUM SALT<br />&diams; SODIUM POLYMALEATE<br />&diams; SODIUM POLY(MALEATE)<br />&diams; 2-BUTENEDIOIC ACID (Z)-, HOMOPOLYMER, SODIUM SALT"," PROCESSING AID",,,,,,,=T("173.310"),=T("173.45"),,,,,,,,,,,,,,,,,,,,,,,,,
" 70247-90-4"," POLY(MALEIC ANHYDRIDE), SODIUM SALT"," &diams; POLY(MALEIC ANHYDRIDE), SODIUM SALT<br />&diams; 2,5-FURANDIONE, HOMOPOLYMER, SODIUM SALT"," BOILER WATER ADDITIVE",,,,,,,=T("173.310"),=T("173.45"),,,,,,,,,,,,,,,,,,,,,,,,,
" 9005-07-6"," POLYOXYETHYLENE DIOLEATE"," &diams; PEG DIOLEATE<br />&diams; POLYOXYETHYLENE DIOLEATE<br />&diams; POLY(OXY-1,2-ETHANEDIYL), ALPHA-(1-OXO-9-OCTADECENYL)-OMEGA-((1-OXO-9-OCTADECENYL)OXY)-, (Z,Z)-<br />&diams; ALPHA-(1-OXO-9-OCTADECENYL)-OMEGA-((1-OXO-9-OCTADECENCYL)OXY)POLY(OXY-1,2-ETHANEDIYL),  (Z,Z)-<br />&diams; GLYCOLS, POLYETHYLENE, DIOLEATE<br />&diams; OLEIC ACID, DIESTER WITH POLYETHYLENE GLYCOL<br />&diams; POLYETHYLENE GLYCOL DIOLEATE"," SURFACE-ACTIVE AGENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 977028-99-1"," POLYOXYETHYLENE (600) DIOLEATE"," &diams; PEG-12 DIOLEATE<br />&diams; POLYOXYETHYLENE 600 DIOLEATE<br />&diams; POLYETHYLENE GLYCOL 600 DIOLEATE"," SURFACE-ACTIVE AGENT",,,,,,,=T("173.340"),=T("176.200"),,,,,,,,,,,,,,,,,,,,,,,,,
" 9004-99-3"," POLYOXYETHYLENE 40 MONOSTEARATE"," &diams; PEG STEARATE<br />&diams; POLYETHYLENE GLYCOL MONOSTEARATE<br />&diams; POLYETHYLENE OXIDE STEARATE<br />&diams; POLY(OXY-1,2-ETHANEDIYL), ALPHA-(1-OXOOCTADECYL)-OMEGA-HYDROXY-<br />&diams; ALPHA-(1-OXOOCTADECYL)-OMEGA-HYDROXYPOLY(OXY-1,2-ETHANEDIYL)<br />&diams; GLYCOLS, POLYETHYLENE, MONOSTEARATE<br />&diams; STEARIC ACID, MONOESTER WITH POLYETHYLENE GLYCOL<br />&diams; POLYETHYLENE GLYCOL STEARATE<br />&diams; POLYOXYETHYLENE STEARATE"," SURFACE-ACTIVE AGENT",,,,,,,=T("173.340"),=T("175.105"),,,,,,,,,,,,,,,,,,,,,,,,,
" 25322-69-4"," POLYPROPYLENE GLYCOL (M W 1,200-3,000)"," &diams; PPG<br />&diams; POLYPROPYLENE GLYCOL<br />&diams; POLYOXYPROPYLENE<br />&diams; PROPYLENE OXIDE HOMOPOLYMER<br />&diams; METHYLOXIRANE HOMOPOLYMER<br />&diams; ALPHA-HYDRO-OMEGA-HYDROXYPOLY(OXYPROPYLENE)<br />&diams; GLYCOLS, POLYPROPYLENE<br />&diams; POLY(OXY(METHYL-1,2-ETHANEDIYL)), ALPHA-HYDRO-OMEGA-HYDROXY-<br />&diams; ALPHA-HYDRO-OMEGA-HYDROXYPOLY(OXY(METHYL-1,2-ETHANEDIYL))<br />&diams; POLYOXYPROPYLENE GLYCOL"," BOILER WATER ADDITIVE,<br /> SURFACE-ACTIVE AGENT",,,,,,,=T("173.310"),=T("173.340"),=T("175.105"),=T("175.300"),=T("177.1680"),=T("178.3740"),,,,,,,,,,,,,,,,,,,,,
" 9005-64-5"," POLYSORBATE 20"," &diams; POLYSORBATE 20<br />&diams; PEG-20 SORBITAN LAURATE<br />&diams; PEG SORBITAN LAURATE<br />&diams; POLYOXYETHYLENE SORBITAN MONOLAURATE<br />&diams; SORBITAN, MONODODECANOATE, POLY(OXY-1,2-ETHANEDIYL) DERIVS.<br />&diams; SORBITAN, MONOLAURATE, POLYOXYETHYLENE DERIVS.<br />&diams; POLYOXYETHYLENE (20) SORBITAN MONOLAURATE"," BOILER WATER ADDITIVE,<br /> EMULSIFIER OR EMULSIFIER SALT,<br /> FLAVORING AGENT OR ADJUVANT,<br /> STABILIZER OR THICKENER,<br /> SURFACE-ACTIVE AGENT",,,,,,,=T("172.515"),=T("173.310"),=T("175.105"),=T("178.3400"),,,,,,,,,,,,,,,,,,,=T("2915"),=T("3"),,,
" 9005-67-8"," POLYSORBATE 60"," &diams; POLYSORBATE 60<br />&diams; PEG-20 SORBITAN STEARATE<br />&diams; POLYOXYETHYLENE SORBITAN MONOSTEARATE<br />&diams; PEG SORBITAN STEARATE<br />&diams; SORBITAN, MONOOCTADECANOATE, POLY(OXY-1,2-ETHANEDIYL) DERIVS.<br />&diams; SORBITAN, MONOSTEARATE, POLYOXYETHYLENE DERIVS.<br />&diams; POLYOXYETHYLENE (20) SORBITAN MONOSTEARATE"," BOILER WATER ADDITIVE,<br /> EMULSIFIER OR EMULSIFIER SALT,<br /> FLAVORING AGENT OR ADJUVANT,<br /> STABILIZER OR THICKENER,<br /> SURFACE-ACTIVE AGENT",=T("73.1001"),,,,,,=T("172.515"),=T("172.836"),=T("172.838"),=T("172.840"),=T("172.842"),=T("173.310"),=T("173.340"),=T("175.105"),=T("178.3400"),,,,,,,,,,,,,,=T("2916"),=T("3"),,,
" 9005-71-4"," POLYSORBATE 65"," &diams; POLYSORBATE 65<br />&diams; PEG-20 SORBITAN TRISTEARATE<br />&diams; PEG SORBITAN TRISTEARATE<br />&diams; SORBITAN, TRIOCTADECANOATE, POLY(OXY-1,2-ETHANEDIYL) DERIVS.<br />&diams; SORBITAN, TRISTEARATE, POLYOXYETHYLENE DERIVS.<br />&diams; POLYOXYETHYLENE SORBITAN TRISTEARATE<br />&diams; POLYOXYETHYLENE (20) SORBITAN TRISTEARATE"," EMULSIFIER OR EMULSIFIER SALT,<br /> STABILIZER OR THICKENER",=T("73.1001"),,,,,,=T("172.836"),=T("172.838"),=T("172.840"),=T("172.842"),=T("173.340"),=T("178.3400"),,,,,,,,,,,,,,,,,,,,,
" 9005-65-6"," POLYSORBATE 80"," &diams; POLYSORBATE 80<br />&diams; PEG-20 SORBITAN OLEATE<br />&diams; POLYOXYETHYLENE SORBITAN MONOOLEATE<br />&diams; SORBITAN, MONO-9-OCTADECENOATE, POLY(OXY-1,2-ETHANEDIYL) DERIVS. (Z)-<br />&diams; PEG SORBITAN OLEATE<br />&diams; SORBITAN, MONOOLEATE, POLYOXYETHYLENE DERIVS.<br />&diams; GLYCOLS, POLYETHYLENE, ETHER WITH SORBITAN MONOOLEATE<br />&diams; POLYOXYETHYLENE (20) SORBITAN MONOOLEATE"," COLOR OR COLORING ADJUNCT,<br /> EMULSIFIER OR EMULSIFIER SALT,<br /> FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT,<br /> SOLVENT OR VEHICLE,<br /> STABILIZER OR THICKENER,<br /> SURFACE-ACTIVE AGENT",=T("73.1"),=T("73.1001"),,,,,=T("172.515"),=T("172.836"),=T("172.838"),=T("172.840"),=T("172.842"),=T("173.340"),=T("175.105"),=T("176.180"),=T("178.3400"),,,,,,,,,,,,,,=T("2917"),=T("3"),,,
" 977086-87-5"," POLYSTYRENE, CROSS-LINKED, CHLOROMETHYLATED, THEN AMINATED WITH TRIMETHYLAMINE, DIMETHYLAMINE, DIETHYLENETRIAMINE, OR TRIETHANOLAMINE"," &diams; POLYSTYRENE, CROSS-LINKED, CHLOROMETHYLATED, AMINATED",,,,,,,,=T("173.25"),,,,,,,,,,,,,,,,,,,,,,,,,,
" 9003-20-7"," POLYVINYL ACETATE"," &diams; POLYVINYL ACETATE<br />&diams; ETHENYL ACETATE HOMOPOLYMER<br />&diams; VINYL ACETATE POLYMER<br />&diams; POLYVINYL ACETATE RESIN<br />&diams; ACETIC ACID ETHENYL ESTER, HOMOPOLYMER<br />&diams; ACETIC ACID VINYL ESTER, POLYMERS"," MASTICATORY SUBSTANCE",=T("73.1"),,,,,,=T("172.615"),=T("175.105"),=T("175.300"),=T("175.320"),=T("176.170"),=T("176.180"),=T("177.1200"),=T("177.2260"),=T("177.2800"),=T("181.30"),,,,,,,,,,,,,,,,,
" 9002-89-5"," POLYVINYL ALCOHOL"," &diams; POLYVINYL ALCOHOL<br />&diams; ETHENOL, HOMOPOLYMER<br />&diams; POLYETHENOL<br />&diams; VINYL ALCOHOL, POLYMERS"," SOLVENT OR VEHICLE",=T("73.1"),,,,,,=T("175.105"),=T("175.300"),=T("175.320"),=T("176.170"),=T("176.180"),=T("177.1200"),=T("177.1670"),=T("177.2260"),=T("177.2800"),=T("178.3910"),=T("181.30"),,,,,,,,,,,,,,,,
" 977043-97-2"," POLYVINYL POLYPYRROLIDONE"," &diams; CROSPOVIDONE<br />&diams; POLYVINYLPOLYPYRROLIDONE<br />&diams; POLYVINYLPYRROLIDONE, CROSS-LINKED<br />&diams; PVPP<br />&diams; 1-VINYL-2-PYRROLIDINONE CROSS-LINKED INSOLUBLE POLYMER"," PROCESSING AID,<br /> SURFACE-FINISHING AGENT",,,,,,,=T("173.50"),,,,,,,,,,,,,,,,,,,,,,,,,,
" 9003-39-8"," POLYVINYLPYRROLIDONE"," &diams; POVIDONE<br />&diams; POLYVINYLPYRROLIDONE<br />&diams; 1-ETHENYL-2-PYRROLIDINONE HOMOPOLYMER<br />&diams; 2-PYRROLIDINONE, 1-ETHENYL-, HOMOPOLYMER<br />&diams; 1-VINYL-2-PYRROLIDINONE HOMOPOLYMER<br />&diams; 2-PYRROLIDINONE, 1-VINYL-, POLYMERS<br />&diams; POLY(1-ETHENYL-2-PYRROLIDINONE)<br />&diams; POLY(1-VINYL-2-PYRROLIDINONE)<br />&diams; POLY(1-(2-OXO-1-PYRROLIDINYL)ETHYLENE)<br />&diams; POLY(VINYLPYRROLIDINONE)<br />&diams; VINYLPYRROLIDONE HOMOPOLYMER"," FORMULATION AID,<br /> PROCESSING AID,<br /> SOLVENT OR VEHICLE,<br /> STABILIZER OR THICKENER,<br /> SURFACE-ACTIVE AGENT",=T("73.1"),=T("73.1001"),,,,,=T("172.210"),=T("173.55"),=T("175.105"),=T("175.300"),=T("176.170"),=T("176.180"),=T("176.210"),,,,,,,,,,,,,,,,,,,,
" 977018-22-6"," POMEGRANATE BARK, EXTRACT (PUNICA GRANATUM L.)"," &diams; POMEGRANATE BARK EXTRACT<br />&diams; PUNICA GRANATUM BARK EXTRACT"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("182.20"),,,,,,,,,,,,,,,,,,,,,,=T("2918"),=T("3"),,,
" 977002-20-2"," POPLAR BUDS (POPULUS SPP.)"," &diams; POPLAR BUD"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.510"),,,,,,,,,,,,,,,,,,,,,,,,,,
" 977051-77-6"," POPPY SEED (PAPAVER SOMNIFERUM L.)"," &diams; POPPY SEED<br />&diams; POPPYSEED<br />&diams; PAPAVER SOMNIFERUM SEED"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("182.10"),,,,,,,,,,,,,,,,,,,,,,=T("2919"),=T("3"),,,
" 127-08-2"," POTASSIUM ACETATE"," &diams; POTASSIUM ACETATE<br />&diams; ACETIC ACID, POTASSIUM SALT<br />&diams; POTASSIUM ETHANOATE"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2920"),=T("3"),,,
" 14691-84-0"," POTASSIUM ACID PYROPHOSPHATE"," &diams; DIPOTASSIUM PYROPHOSPHATE<br />&diams; DIPHOSPHORIC ACID, DIPOTASSIUM SALT<br />&diams; DIPOTASSIUM DIPHOSPHATE<br />&diams; DIPOTASSIUM DIHYDROGEN PYROPHOSPHATE<br />&diams; POTASSIUM ACID PYROPHOSPHATE<br />&diams; PYROPHOSPHORIC ACID, DIPOTASSIUM SALT"," EMULSIFIER OR EMULSIFIER SALT,<br /> TEXTURIZER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 582-25-2"," POTASSIUM BENZOATE"," &diams; POTASSIUM BENZOATE<br />&diams; BENZOIC ACID, POTASSIUM SALT"," ANTIMICROBIAL AGENT",,,,,,,=T("177.1210"),,,,,,,,,,,,,,,,,,,,,=T("166.11"),,,,,
" 298-14-6"," POTASSIUM BICARBONATE"," &diams; POTASSIUM BICARBONATE<br />&diams; CARBONIC ACID, MONOPOTASSIUM SALT<br />&diams; MONOPOTASSIUM CARBONATE<br />&diams; POTASSIUM ACID CARBONATE<br />&diams; POTASSIUM HYDROGEN CARBONATE"," FORMULATION AID,<br /> LEAVENING AGENT,<br /> NUTRIENT SUPPLEMENT,<br /> PH CONTROL AGENT,<br /> PROCESSING AID",=T("73.85"),,,,,,=T("184.1613"),,,,,,,,,,,,,,,,,,,,," 163.110 ,  163.111 ,  163.112",,,,,
" 7773-03-7"," POTASSIUM BISULFITE"," &diams; POTASSIUM BISULFITE<br />&diams; POTASSIUM ACID SULFITE<br />&diams; SULFUROUS ACID, MONOPOTASSIUM SALT<br />&diams; MONOPOTASSIUM SULFITE<br />&diams; POTASSIUM SULFITE (KHSO3)<br />&diams; POTASSIUM HYDROGEN SULFITE"," ANTIMICROBIAL AGENT",,,,,,,=T("182.3616"),,,,,,,,,,,,,,,,,,,,,,,,,,
" 1332-77-0"," POTASSIUM BORATE"," &diams; POTASSIUM TETRABORATE<br />&diams; BORON POTASSIUM OXIDE (B4K2O7)<br />&diams; BORIC ACID (H2B4O7), DIPOTASSIUM SALT<br />&diams; DIPOTASSIUM TETRABORATE<br />&diams; POTASSIUM BORATE (K2B4O7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 7758-01-2"," POTASSIUM BROMATE"," &diams; POTASSIUM BROMATE<br />&diams; BROMIC ACID, POTASSIUM SALT"," DOUGH STRENGTHENER,<br /> FLOUR TREATING AGENT,<br /> LEAVENING AGENT,<br /> OXIDIZING OR REDUCING AGENT",,,,,,,=T("172.730"),,,,,,,,,,,,,,,,,,,,," 136.110 ,  136.180 ,  137.155 ,  137.160 ,  137.205",,,,,
" 7758-02-3"," POTASSIUM BROMIDE"," &diams; POTASSIUM BROMIDE<br />&diams; POTASSIUM BROMIDE (KBR)"," WASHING OR SURFACE REMOVAL AGENT",,,,,,,=T("173.315"),=T("178.1010"),=T("178.2010"),,,,,,,,,,,,,,,,,,,,,,,,
" 13040-18-1"," POTASSIUM CAPRATE"," &diams; POTASSIUM DECANOATE<br />&diams; POTASSIUM CAPRATE<br />&diams; DECANOIC ACID, POTASSIUM SALT"," ANTICAKING AGENT OR FREE-FLOW AGENT,<br /> EMULSIFIER OR EMULSIFIER SALT,<br /> LUBRICANT OR RELEASE AGENT",,,,,,,=T("172.863"),,,,,,,,,,,,,,,,,,,,,,,,,,
" 764-71-6"," POTASSIUM CAPRYLATE"," &diams; POTASSIUM OCTANOATE<br />&diams; POTASSIUM CAPRYLATE<br />&diams; OCTANOIC ACID, POTASSIUM SALT"," ANTICAKING AGENT OR FREE-FLOW AGENT,<br /> EMULSIFIER OR EMULSIFIER SALT,<br /> LUBRICANT OR RELEASE AGENT",,,,,,,=T("172.863"),,,,,,,,,,,,,,,,,,,,,,,,,,
" 584-08-7"," POTASSIUM CARBONATE"," &diams; POTASSIUM CARBONATE<br />&diams; POTASSIUM CARBONATE, ANHYDROUS<br />&diams; PEARL ASH<br />&diams; CARBONIC ACID, DIPOTASSIUM SALT<br />&diams; DIPOTASSIUM CARBONATE"," FLAVORING AGENT OR ADJUVANT,<br /> LEAVENING AGENT,<br /> NUTRIENT SUPPLEMENT,<br /> PH CONTROL AGENT,<br /> PROCESSING AID",=T("73.85"),,,,,,=T("172.560"),=T("173.310"),=T("184.1619"),,,,,,,,,,,,,,,,,,," 163.110 ,  163.111 ,  163.112",,,,,
" 68131-54-4"," POTASSIUM CASEINATE"," &diams; POTASSIUM CASEINATE<br />&diams; CASEINS, POTASSIUM COMPLEXES<br />&diams; POTASSIUM CASEIN COMPLEX<br />&diams; CASEINATE, POTASSIUM"," ENZYME,<br /> NUTRIENT SUPPLEMENT",,,,,,,,,,,,,,,,,,,,,,,,,,,," 135.110 ,  135.140",,,,,
" 7758-04-5"," POTASSIUM CYCLAMATE--PROHIBITED"," &diams; POTASSIUM CYCLAMATE<br />&diams; POTASSIUM CYCLOHEXYLSULFAMATE<br />&diams; POTASSIUM CYCLOHEXANESULFAMATE<br />&diams; SULFAMIC ACID, CYCLOHEXYL-, MONOPOTASSIUM SALT<br />&diams; MONOPOTASSIUM CYCLOHEXYLSULFAMATE<br />&diams; CYCLOHEXANESULFAMIC ACID, MONOPOTASSIUM SALT<br />&diams; MONOPOTASSIUM CYCLOHEXANESULFAMATE<br />&diams; CYCLAMATE POTASSIUM"," NON-NUTRITIVE SWEETENER",,,,,,,,,,,,,,,,,,,,,,,,,,=T("189.135"),,,,,,,
" 100743-68-8"," POTASSIUM 2-(1'-ETHOXY)ETHOXYPROPANOATE"," &diams; POTASSIUM 2-(1'-ETHOXY)ETHOXYPROPIONATE<br />&diams; POTASSIUM O-(1'-ETHOXY)ETHYLLACTATE<br />&diams; POTASSIUM 2-(1-ETHOXYETHOXY)PROPANOATE<br />&diams; PROPANOIC ACID, 2-(1-ETHOXYETHOXY)-, POTASSIUM SALT<br />&diams; POTASSIUM LACTATE 1-ETHOXYETHYL ETHER<br />&diams; POTASSIUM 2-(1'-ETHOXY)ETHOXYPROPANOATE"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("3752"),=T("14"),,,=T("933")
" 7704-72-5"," POTASSIUM FUMARATE"," &diams; POTASSIUM FUMARATE<br />&diams; POTASSIUM 2-BUTENEDIOATE, (E)-<br />&diams; FUMARIC ACID, POTASSIUM SALT<br />&diams; 2-BUTENEDIOIC ACID (E)-, POTASSIUM SALT"," NUTRIENT SUPPLEMENT",,,,,,,=T("172.350"),,,,,,,,,,,,,,,,,,,,,,,,,,
" 125-67-7"," POTASSIUM GIBBERELLATE"," &diams; POTASSIUM GIBBERELLATE<br />&diams; GIBB-3-ENE-1,10-DICARBOXYLIC ACID, 2,4A,7-TRIHYDROXY-1-METHYL-8-METHYLENE-, 1,4A-LACTONE, MONOPOTASSIUM SALT, (1ALPHA,2BETA,4AALPHA,4BBETA,10BETA)-<br />&diams; GIBBERELLIC ACID, MONOPOTASSIUM SALT<br />&diams; MONOPOTASSIUM 2,4A,7-TRIHYDROXY-1-METHYL-8-METHYLENEGIBB-3-ENE-1,10-DICARBOXYLATE 1,4A-LACTONE, (1ALPHA,2BETA,4AALPHA,4BBETA,10BETA)-<br />&diams; MONOPOTASSIUM GIBBERELLATE"," PROCESSING AID",,,,,,,=T("172.725"),,,,,,,,,,,,,,,,,,,,,,,,,,
" 299-27-4"," POTASSIUM GLUCONATE"," &diams; POTASSIUM GLUCONATE<br />&diams; D-GLUCONIC ACID, MONOPOTASSIUM SALT<br />&diams; MONOPOTASSIUM D-GLUCONATE<br />&diams; GLUCONIC ACID, MONOPOTASSIUM SALT, D-"," NUTRIENT SUPPLEMENT,<br /> SEQUESTRANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
